|object_label|target_dist|        x|        y|      flux|          dx|          dy|     dflux|        qf|     rchi2|  fracflux|   fluxlbs|  dfluxlbs|     fwhm|  spread_model|dspread_model|   fluxiso|          xiso|          yiso|         sky|       ra|      dec|coadd_id|band|          unwise_detid|  nm|primary|flags_unwise|flags_info|epoch|forward|   mjdmin|   mjdmax|  mjdmean|       mag|       dmag|
|        char|      float|    float|    float|     float|       float|       float|     float|     float|     float|     float|     float|     float|    float|         float|        float|     float|         float|         float|       float|    float|    float|    char|long|                  char|long|   long|        long|      long| long|   long|    float|    float|    float|     float|      float|
|            |     arcsec|      pix|      pix|      nMgy|         pix|         pix|      nMgy|          |          |          |      nMgy|      nMgy|      pix|              |             |          |              |              |        nMgy|      deg|      deg|        |    |                      |    |       |            |          |     |       |        d|        d|        d|       mag|        mag|
|        null|       null|     null|     null|      null|        null|        null|      null|      null|      null|      null|      null|      null|     null|          null|         null|      null|          null|          null|        null|     null|     null|    null|null|                  null|null|   null|        null|      null| null|   null|     null|     null|     null|      null|       null|
         1.14   12.830857   282.567 359.72888  250.25577   0.16098073   0.15887521  23.201101        1.0  1.8302455  0.7132105   241.6268  23.660118  2.502495    0.015723884  0.0036360174  250.27533   -0.039657693    -0.03137485   -0.5397417 26.975573 23.664156 0264p242    1 0264p242w1o0026389e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  16.521534 0.019291684 
         1.15   35.167145 269.83337 364.88498  155.45236   0.25527966    0.2514797   22.94697        1.0 0.98300993 0.29857272  152.62317  23.406239 2.4959044 -0.00062453747   0.005423925  155.73306   -0.009150152      0.3542879 0.0052068788 26.971231 23.654446 0264p242    1 0264p242w1o0030740e000   11       1            0          0     0       0 55213.777 55216.355 55215.066   17.04931 0.019306151 
         1.16   16.850346 273.78732  358.9083   94.68198   0.41980743   0.41060808  22.843729        1.0 0.46448976  0.5553647  86.752884   23.30474 2.4963253   0.0048452616   0.008926477   94.59819    -0.16292378    -0.05268831  -0.24089655 26.976227 23.657448 0264p242    1 0264p242w1o0030746e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  17.606197 0.019312084 
         1.17   10.734045 276.22272 354.01282  139.53488    0.2820289    0.2787143  22.819721        1.0  0.3663603  0.5460553  136.47597  23.282099 2.4959884  -0.0023428798   0.006013545  139.55301    0.093110986   -0.051865812     -0.50946 26.980318 23.659294 0264p242    1 0264p242w1o0030751e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  17.169872 0.019313468 
         1.18    6.800647  278.3556 358.60797  295.64267    0.1356889   0.13655952   23.57525        1.0  1.1573884 0.36883256   290.9348  24.039568 2.5038018    0.004512131  0.0028988284  295.75702     0.03663178    -0.11140295  -0.40257493 26.976494 23.660936 0264p242    1 0264p242w1o0030758e000   10       1            0          0     0       0 55213.777 55216.355 55215.066  16.337872 0.019270731 
          2.1   41.185287 268.11508  366.2462  1586.5067   0.09789483   0.09587654  84.446915        1.0 0.52974415 0.98025113  1583.6958  86.479706 2.7508013   0.0009354353  0.0020399292   1586.531  -0.0059388736   -0.009434515   -1.9154165  26.97009 23.653137 0264p242    2 0264p242w2o0003425e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  14.521018   0.0182007 
          2.2   22.856243 271.35043 354.09744  423.10632   0.36367327    0.3497747   82.57636 0.99999994 0.57094216  0.9240676  432.53775   84.61034  2.750671   0.0060036182  0.0075237243  423.09875    0.008470686   0.0092448965   -4.6578283  26.98023 23.655573 0264p242    2 0264p242w2o0003462e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  16.019262 0.018240131 
          2.3   26.792091 272.32233  349.5986  393.23404   0.39321637    0.3766235   82.73044        1.0 0.55781436  0.9249101     400.92   84.77506 2.7551694   -0.003432393   0.007859854  393.26157    0.032180086   -0.027421929    -5.395421 26.983986 23.656301 0264p242    2 0264p242w2o0003477e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  16.105528 0.018236829 
          2.4  14.4471855  277.2013 361.13803   762.6161   0.20205782   0.19716316    83.2397  1.0000001 0.34126112  0.8608047  756.61646  85.266685 2.7497199   0.0011437535  0.0041850004   762.5819   0.0035453897    0.007568666   -5.3625216 26.974379  23.66006 0264p242    2 0264p242w2o0003551e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  15.340777 0.018225983 
          2.5    27.06781 278.14966 346.57468  371.07388   0.41461363    0.3987406   82.56321        1.0  1.0632951 0.92681926   385.1039  84.610695 2.7537591    0.002612114   0.008346074  371.81915     0.65342706      0.6021793   -6.5104437 26.986526 23.660742 0264p242    2 0264p242w2o0003571e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  16.174265 0.018240413 
          2.6  0.75694376 279.62814 356.32593  3458.0886   0.04564617  0.044650923   88.53079        1.0  0.9854382  0.9298017  3466.6704  90.647316 2.7545288 -0.00012350082  0.0009839006   3457.652  -0.0066501456    0.003159158    -6.438254   26.9784 23.661901 0264p242    2 0264p242w2o0003595e000    9       1            0          0     0       0 55213.777 55216.355 55215.066  13.663004 0.018119287 
          2.7   35.685513 284.08383 344.25995   370.8253   0.41783297    0.4001005   82.67507 0.99999994  0.6492996  0.9794652  381.78394  84.691574 2.7508738    0.005454302    0.00853008  371.29245    -0.20555875     0.09882604    -7.294533 26.988478 23.665268 0264p242    2 0264p242w2o0003638e000   11       1            0          0     0       0 55213.777 55216.355 55215.066   16.17506 0.018238014 
          2.8   45.061954 286.96213 370.86066  247.98128   0.62616074    0.5950994   82.88232  0.9999999   0.806466  0.9853141  246.21814   84.91195  2.748682   0.0017664433   0.012913329   247.4434     0.28758147    0.015013039    -8.627923 26.966303 23.667545 0264p242    2 0264p242w2o0003682e000   11       1            0          0     0       0 55213.777 55216.355 55215.066   16.66396 0.018233582 
          2.9   27.713243  271.5545 362.72867  239.31941   0.64328736    0.6196402  82.559975 0.99999994  0.3486325  0.7428506  244.11516   84.59456 2.7539842  -0.0064789653   0.013062515  239.40498    -0.04438795     0.20915182   -3.6731079 26.973034 23.655754 0264p242    2 0264p242w2o0027468e000   11       1            0          0     0       0 55213.777 55216.355 55215.066    16.7084 0.018240483 
         2.10   15.809292  278.1539 350.72186  252.94601   0.60707444    0.5956648   82.82197  0.9999999 0.33427405  0.7196621  257.01944   84.84539 2.7516615    0.010056257   0.012774385  252.96051    -0.08833431    0.020617919    -6.310224 26.983068 23.660759 0264p242    2 0264p242w2o0027497e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  16.639284 0.018234871 
         2.11    5.471552  278.4619 358.12393  391.42236   0.39749444   0.38549128   83.46423        1.0 0.55237144 0.24675903    390.573   85.47166 2.7516077  -0.0026659966   0.008088707   391.4601      0.1037934  -0.0024398833   -5.8462543 26.976896 23.661016 0264p242    2 0264p242w2o0036421e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  16.110987 0.018221237 
         2.12   7.2799435 281.91306  357.0224    366.491    0.4290028   0.40932634  83.223366  0.9999999  0.4900056 0.24872285  379.98465   85.19659 2.7478812   0.0033732057   0.008695564    366.476   0.0032090035     0.05081323    -6.875545 26.977827 23.663649 0264p242    2 0264p242w2o0036434e000   11       1            0          0     0       0 55213.777 55216.355 55215.066   16.18904  0.01822633 
         2.13    45.08921 294.77475 361.92215  236.37804    0.6633637   0.63100594   83.74607 0.99999994  0.6126316   0.987202  273.91714     85.792 2.7492807   -0.019187868   0.015288024  236.48642   -0.029546026     0.36125875    -9.711661 26.973783 23.673487 0264p242    2 0264p242w2o0036468e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  16.723915 0.018215306 
         2.14    48.57519 274.49902 373.33047  205.97742   0.75697553   0.71908873  82.722855        1.0  0.3616504  0.8836013  189.20332   84.75092 2.7551205     0.01205343   0.015723413  206.04962   -0.124380454    -0.15846631   -4.8088603 26.964203 23.658033 0264p242    2 0264p242w2o0042136e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  16.898767 0.018236991 
         2.15    26.54961 288.30856  352.7347   220.2171    0.6958234    0.6745407   83.07571 0.99999994 0.71423453  0.9281698  226.69559   85.14119 2.7529097   -0.007286191    0.01458876  220.24257      0.3762439     -0.1457751    -8.143824 26.981424  23.66852 0264p242    2 0264p242w2o0042152e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  16.813353 0.018229464 
         2.16    60.28547 261.30954 368.79813  232.95578    0.6574742   0.63399684   82.40263  1.0000001 0.48725384 0.94674927  261.12863  84.446434 2.7517798  -0.0022462606   0.013466365  232.96153     0.18981305     0.09095257   -2.1486928  26.96794 23.647947 0264p242    2 0264p242w2o0044283e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  16.742249 0.018243866 
         2.17   36.167404 267.89307 362.79962      231.4   0.66350204   0.64687353   83.14278  1.0000001 0.59712446  0.5729865  237.31795   85.16168 2.7499275    0.012957931   0.014542459   230.7738       -0.47849     0.28688282   -2.4452817 26.972963 23.652958 0264p242    2 0264p242w2o0045277e000   11       1            0          0     0       0 55213.777 55216.355 55215.066  16.750687  0.01822804 
         2.18    58.61227  291.5277 338.84818  212.28723   0.73681325   0.69973224   83.59852        1.0 0.88184935 0.97880095  229.17436   85.62873 2.7520041  -0.0026964545   0.014895054  212.26166    -0.12671705    -0.11900083    -8.402762 26.993015 23.670937 0264p242    2 0264p242w2o0045287e000   10       1            0          0     0       0 55213.777 55216.355 55215.066  16.860088 0.018218407 
          3.1   40.773636 268.01758 365.90378  1448.3364  0.026481522  0.026326867  22.779932 0.99999994  1.0387156  0.9575491  1443.3226  23.233711 2.4985306  -0.0003964305  0.0005999952  1448.2665   0.0010902581  -0.0031264736    1.0161313 26.970375  23.65306 0264p242    1 0264p242w1o0003474e001   12       1            0          0     1       1  55401.36  55404.47 55402.914  14.600829 0.019315764 
          3.2   25.460058 270.13324 357.19537  181.68665   0.21534736   0.21132843   22.65432  0.9999999  0.8433968  0.8647599  169.47314  23.107014 2.5008845  -0.0041843057  0.0046545495  181.63023    -0.01818672    0.012104135   0.90904325 26.977644 23.654652 0264p242    1 0264p242w1o0003502e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.875862 0.019323051 
          3.3   23.490582  271.0753 354.23303  174.42148    0.2225946   0.22043504  22.581758        1.0  0.3891742  0.8410446  163.41788  23.037975 2.5010183   -0.002375424  0.0048085954  174.34651  -0.0065148184    0.010084816   0.85836005 26.980118 23.655363 0264p242    1 0264p242w1o0003513e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.921188 0.019327283 
          3.4    26.54667 272.66708 349.37997   306.4272   0.12744278   0.12633738  22.778795        1.0 0.47041738  0.9567227   294.5632  23.239563  2.507417 -0.00014525652  0.0027092597  306.37405   -0.009796189    0.010108447    0.7678036 26.984169 23.656563 0264p242    1 0264p242w1o0003541e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.298449 0.019315831 
          3.5   14.992675 277.19354 361.35135   534.1641   0.07381421   0.07282883  22.893572  1.0000001  1.3280838  0.7938851   524.3782  23.347025 2.5046802   0.0016341805  0.0015710146  534.26666  -0.0024294648   -0.033656813    0.2852602 26.974201 23.660057 0264p242    1 0264p242w1o0003596e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  15.688974 0.019309215 
          3.6   26.869184 279.09268  346.5766  166.42996   0.23373106   0.23142897  22.520779        1.0 0.52632594  0.9399554  151.29065  22.970236  2.504324   -0.004236102  0.0049303104  166.38179    0.011149148     0.01991673   0.35291955 26.986528 23.661463 0264p242    1 0264p242w1o0003621e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.973335 0.019330852 
          3.7   0.7108951  279.5065 356.55347  2773.1353  0.014633172    0.0147785  24.423115        1.0   39.78186 0.98465484  2755.9468  24.896126 2.5095332   0.0035380125 0.00032890507  2781.2554     0.14469728    -0.28568107  0.116038725  26.97821 23.661808 0264p242    1 0264p242w1o0003635e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  13.894139 0.019224696 
          3.8   31.356842  285.0513 346.46695   373.5768   0.10380426   0.10336824  22.637632 0.99999994   1.141463  0.9921812  361.32535  23.091276  2.504332   0.0058222413  0.0022446031   373.5646  -0.0013252392    0.015253282  -0.14178585 26.986639 23.666014 0264p242    1 0264p242w1o0003699e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.080738 0.019324023 
          3.9   24.292416 288.02478 358.03778  124.71788   0.32204854    0.3199527  23.440145        1.0  0.4823288  0.9122343  114.25255  23.907412  2.498099  0.00091707706   0.007041235  124.58178    -0.02463968  -0.0069160797   -0.5495248 26.977001  23.66832 0264p242    1 0264p242w1o0003730e001   10       1            0          0     1       1  55401.36  55404.47 55402.914   17.29557  0.01927825 
         3.10   56.023483 291.43375  372.7534  177.50896   0.22292374   0.22457004   22.97495 0.99999994 0.48049206 0.99481094  181.27895  23.433622  2.506184    -0.00481385  0.0047458233   177.3956   -0.009087931    0.030176256   -1.4764448 26.964739 23.670967 0264p242    1 0264p242w1o0003767e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.901695 0.019304547 
         3.11   11.952868  282.2882 359.55225  228.90538   0.17179067   0.16983287  22.657768  1.0000001  2.1212971  0.6609402  211.62148   23.11815 2.5074086    0.005966723   0.003618408   227.5751    0.110137366    -0.06397766 -0.113149285  26.97572 23.663942 0264p242    1 0264p242w1o0027864e001   11       1            0          0     1       1  55401.36  55404.47 55402.914      16.62 0.019322852 
         3.12    48.72027 295.65848 363.28226  118.78232   0.34657082   0.33909062  23.605402        1.0  0.3669511   0.982011  127.79856  24.079834 2.5058532   -0.005172968  0.0072295805 118.767685    -0.07432057   -0.013321902   -1.3059491 26.972652 23.674166 0264p242    1 0264p242w1o0027897e001   10       1            0          0     1       1  55401.36  55404.47 55402.914  17.350313  0.01926906 
         3.13   45.279102  267.6929 367.97165  171.46503   0.21805471   0.22078973   21.85837        1.0  1.1430632  0.3007334  169.36955  22.297636  2.501642   -0.008292317   0.004809116  172.14111     -0.1294668    -0.19768742    0.8463381  26.96865 23.652819 0264p242    1 0264p242w1o0032782e001   12       1            0          0     1       1  55401.36  55404.47 55402.914   16.94019 0.019370396 
         3.14    33.90051  270.3347 364.75064  106.41143   0.35504556   0.35622102  21.884106        1.0  0.7839147 0.32456502 104.291176  22.324707  2.505095    0.009983361   0.007716712  106.41029   -0.049932536    0.023541577   0.84290504 26.971344 23.654827 0264p242    1 0264p242w1o0032786e001   12       1            0          0     1       1  55401.36  55404.47 55402.914  17.474129 0.019368831 
         3.15    9.148573 276.84818  354.1554  140.51279   0.27685785   0.27313268  22.491283  0.9999999   2.057911 0.44170597  125.19769  22.944998 2.5004346    0.012418807   0.006310982  138.64293       0.751034   -0.011450924      0.40545 26.980202 23.659771 0264p242    1 0264p242w1o0032801e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  17.162067 0.019332582 
         3.16     9.64185 277.61987  359.3929   282.5472   0.14130329   0.13836996  23.013395 0.99999994  2.3061845 0.46375978   267.9184  23.468391  2.508239  -0.0027957559  0.0029461284   281.7563    -0.04984165     0.27309483   0.23775607 26.975836 23.660376 0264p242    1 0264p242w1o0032809e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.387753 0.019302351 
         3.17    52.98438 264.65173 343.88666   96.48063   0.40111294   0.39684784  22.447567        1.0 0.21919073 0.92697835   87.06062  22.902294 2.5029607  -0.0078241825   0.008697785   96.49827     -0.2958331    0.015689604   0.81961584 26.988722 23.650425 0264p242    1 0264p242w1o0037939e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  17.584873 0.019335153 
          4.1   58.827843 263.91248 371.15283  335.24292    0.4260478   0.41344118   76.96177  1.0000001  0.6098334  0.9448344  331.60287   78.87251  2.757289     0.00803715   0.008998925  335.24884     -0.0186718    0.011035859   -6.0785604 26.965984 23.649942 0264p242    2 0264p242w2o0003524e001   12       1            0          0     1       1  55401.36  55404.47 55402.914  16.295523 0.018367892 
          4.2   52.396755  265.4019  343.3637  251.79301   0.59432614   0.57942456  80.557106        1.0  0.6700695  0.9609371  268.60046   82.52171 2.7634292   -0.010218263   0.012313043   252.8434     -1.2291667    -0.41603097    -6.778345  26.98916 23.650997 0264p242    2 0264p242w2o0003542e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.644966 0.018284367 
          4.3   39.152264 268.57452  365.6481  1093.0342   0.13201661   0.12841803  77.940414        1.0  0.7497791 0.76243633  1082.8966    79.8973 2.7634068  -5.555153e-05  0.0026513217  1093.0465   -0.013171752   -0.015892457    -5.978059  26.97059 23.653486 0264p242    2 0264p242w2o0003580e001   12       1            0          0     1       1  55401.36  55404.47 55402.914  14.935677 0.018344512 
          4.4   20.745838 271.81976  355.9328   424.0283    0.3517594   0.34108427   80.26604        1.0   0.857797  0.9232125   428.6614   82.23085 2.7570994    0.012390673  0.0076351766  424.02505  -0.0010518242   -0.013675781    -6.956627 26.978703 23.655935 0264p242    2 0264p242w2o0003636e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.016706 0.018290896 
          4.5   24.976355 272.70663 350.15335  361.83347   0.41399202   0.40153858   80.58566  1.0000001   0.813724 0.88719505  379.58276   82.57292  2.759154   0.0069306493    0.00863956  361.35117      0.1692275     -0.2031785    -7.335101 26.983524 23.656595 0264p242    2 0264p242w2o0003654e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.204264  0.01828373 
          4.6    30.89351  273.3151 365.81937  313.79175   0.45845026   0.44436947  77.221535        1.0  0.9127614  0.8222022  295.59665    79.1741 2.7597723   0.0034966469   0.009315952  313.80963    0.010087971   -0.004793433     -6.65966 26.970463 23.657108 0264p242    2 0264p242w2o0003655e001   12       1            0          0     1       1  55401.36  55404.47 55402.914   16.37518 0.018361637 
          4.7   26.441877    274.91  347.8163  246.97334    0.6085975    0.5879964   81.04699        1.0  0.8075145 0.77875495  263.67386   83.02224 2.7577567   0.0040991306   0.012759197  248.88002      0.5537501     -0.3473705    -7.597553 26.985481 23.658272 0264p242    2 0264p242w2o0003682e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.669039 0.018273469 
          4.8    26.01706 278.73013 346.90353   361.6512   0.41610578   0.40135732   80.60546        1.0 0.41264588 0.91900045   370.4646  82.550064 2.7582505  -0.0045321584   0.008572335  362.37503     0.21376851    -0.23534203   -7.9843016 26.986254 23.661186 0264p242    2 0264p242w2o0003748e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.204863 0.018283287 
          4.9  0.99807966 279.71487 356.31064  3410.9897   0.04461719  0.043464437   83.05716 0.99999994 0.74758285   0.958369  3398.9683   85.10161 2.7616158 -0.00047713518  0.0009234991  3411.1882  -0.0093735205   0.0037457447   -7.9580975 26.978413 23.661968 0264p242    2 0264p242w2o0003759e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  13.678033 0.018229859 
         4.10    31.61273  284.9652 346.31104  398.46872   0.37224266    0.3569789    80.9359        1.0 0.51707125  0.9824193  406.74515   82.98471  2.759646     0.00869894   0.007970009  398.47556    0.004113082    0.005032913    -8.534453 26.986769 23.665947 0264p242    2 0264p242w2o0003817e001   10       1            0          0     1       1  55401.36  55404.47 55402.914  16.089909 0.018275931 
         4.11    56.99479  291.7559  372.9543   286.0551   0.52300966   0.51089066     80.699        1.0  0.7492723  0.9031013  282.60782   82.73618 2.7576184   0.0068074465   0.010988851  286.00702   -0.013664242   -0.017302938    -9.005976 26.964573 23.671213 0264p242    2 0264p242w2o0003911e001   11       1            0          0     1       1  55401.36  55404.47 55402.914   16.48768 0.018281199 
         4.12   13.303414 277.32767 360.73853    549.749   0.27381125   0.26456997   80.75324  1.0000001 0.38838935  0.6986832  545.46716   82.72153  2.761225   0.0016125441   0.005512075   549.9449   -0.044336215    -0.01294324    -7.461903 26.974712 23.660156 0264p242    2 0264p242w2o0028796e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  15.714702 0.018279992 
         4.13   48.472855  288.9572 371.12903  256.49084   0.58868724   0.56771654   80.90911  1.0000002 0.48113406  0.8824651  247.43353   82.93103 2.7568016   0.0027839541   0.012164623  256.56598    -0.07653642   0.0033314393    -9.170968 26.966085  23.66907 0264p242    2 0264p242w2o0028852e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.622004 0.018276526 
         4.14   43.487484  267.8896  367.2397  707.48004   0.20377873   0.19765218   77.79985        1.0  0.4428197  0.5808157  699.35645   79.73703 2.7587864 -0.00058084726  0.0041981027   707.4898   -0.015292533    0.007055616   -5.7428355 26.969261 23.652967 0264p242    2 0264p242w2o0038169e001   12       1            0          0     1       1  55401.36  55404.47 55402.914  15.425969  0.01834784 
         4.15   5.5194464  278.0478 357.86954  366.33075    0.4169551    0.4021796    82.1949        1.0  0.6394174 0.26223236  356.60196   84.17776  2.756838  -0.0028078556   0.008756304  369.49426     0.31889215      0.2611785    -7.668516 26.977108 23.660698 0264p242    2 0264p242w2o0038199e001   11       1            0          0     1       1  55401.36  55404.47 55402.914   16.18956 0.018248351 
         4.16   19.492765 277.77667 363.25647   324.5593   0.46396583    0.4453799   80.65826  1.0000001 0.42644998 0.64527756  313.63696   82.64595 2.7600634     0.00707227   0.009608165  324.62244   -0.013792466    0.034806464   -7.5704813 26.972614 23.660507 0264p242    2 0264p242w2o0038200e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.334465 0.018282108 
         4.17  10.1020975 281.38223 359.40826   283.2679    0.5338786   0.51248306  80.590904  0.9999999 0.63312477 0.42204443   284.6864  82.593956 2.7638094  -0.0017569661    0.01051001  283.22845    0.043700304   -0.086071864    -8.065155 26.975836  23.66325 0264p242    2 0264p242w2o0038216e001   11       1            0          0     1       1  55401.36  55404.47 55402.914  16.499657 0.018283613 
          5.1   40.718193  268.1043  365.9747  1453.4406  0.030476194  0.029500632  25.050365  0.9999999  1.1070306  0.9726978  1445.5692   25.59026  2.626507  0.00054353476 0.00064801465  1453.5237    0.005413752   0.0022015553  -0.55876684 26.970316 23.653128 0264p242    1 0264p242w1o0003254e002   11       1            0          0     2       0  55579.17 55582.016 55580.594  14.596999  0.01919185 
